"MFRBlockHz","tf_MedIsi","tf_Entropy","tf_CV2Mean","tf_LvR","Sample","Unit","RespPk","RespGo","RespGr","RespMF","RespMLI","Cluster"
14.09,0.056,6.941,0.649,11.866,"19-11-11_YC040",36,0,0,0,0,0,2
19.38,0.044,6.995,0.522,10.63,"19-11-11_YC040",43,0,0,0,0,0,1
28.87,0.024,6.677,0.852,46.116,"19-11-11_YC040",46,0,0,0,0,0,2
98.82,0.008,6.541,0.539,47.691,"19-11-11_YC040",47,0,0,0,0,0,1
54.12,0.016,7.016,0.538,27.974,"19-11-11_YC040",51,0,0,0,0,0,1
17.76,0.045,7.063,0.617,13.159,"19-11-11_YC040",52,0,0,0,0,0,1
7.35,0.028,4.441,0.988,43.801,"19-11-11_YC040",6,0,0,0,0,0,2
0.77,0.13,3.08,1.562,25.305,"19-11-11_YC040",62,0,0,0,0,0,2
17.29,0.004,1.8,0.432,28.257,"19-11-11_YC040",69,0,0,0,0,0,2
19,0.015,5.271,1.235,87.586,"19-11-11_YC040",7,0,0,0,0,0,2
165.74,0.005,5.759,0.317,31.322,"19-11-11_YC040",81,0,0,0,0,0,1
13.99,0.025,4.751,0.957,57.814,"19-11-11_YC040",228,0,1,0,0,0,2
1.44,0.58,7.16,0.91,4.457,"18-08-31_YC003",246,0,0,1,0,0,3
1.35,0.477,6.569,0.963,4.914,"18-08-31_YC003",247,0,0,1,0,0,2
2.14,0.379,7.114,0.914,5.197,"19-08-14_YC015",680,0,0,1,0,0,2
10.31,0.062,6.486,0.66,9.7,"19-01-23_YC012",371,0,0,0,1,0,2
21.55,0.029,6.112,0.709,25.628,"19-11-11_YC040",280,0,1,0,0,0,2
11.09,0.069,6.711,0.613,10.239,"19-01-24_YC013",361,0,0,0,1,0,2
1,0.467,4.576,1.142,8.251,"19-01-24_YC013",370,0,0,0,1,0,3
6.64,0.096,5.375,0.611,5.767,"19-01-24_YC013",378,0,0,0,1,0,2
7.69,0.088,6.747,0.789,10.51,"19-01-24_YC013",498,0,0,0,1,0,2
18.71,0.02,5.173,0.701,23.336,"19-01-23_YC012",472,0,0,0,1,0,2
6.69,0.035,4.711,1.023,56.363,"19-01-23_YC012",438,0,0,0,1,0,2
15.87,0.036,6.117,1.003,50.586,"19-01-23_YC012",400,0,0,0,1,0,2
103.7,0.006,4.963,0.795,161.223,"18-09-03_YC005",43,0,0,0,1,0,2
10.77,0.084,6.122,0.511,17.07,"19-12-13_YC007",334,0,0,0,0,1,1
4.42,0.129,6.313,0.851,10.298,"19-12-13_YC007",294,0,0,0,0,1,2
27.03,0.031,7.048,0.712,26.688,"19-12-13_YC007",240,0,0,0,0,1,2
4.85,0.126,6.442,0.888,10.899,"19-12-13_YC007",237,0,0,0,0,1,2
