"Sample","SampleP","Unit","MFRBlockHz","MeanAmpBlock","ACGViolationRatio","tf_MIFRBlockHz","tf_MedIsi","tf_ModeIsi","tf_Perc5Isi","tf_Entropy","tf_CV2Mean","tf_CV2Median","tf_CV","tf_Ir","tf_Lv","tf_LvR","tf_Si","tf_skw","wf_RiseTime","wf_PosDecayTime","wf_FallTime","wf_NegDecayTime","wf_MaxAmpNorm","wf_Duration","wf_PosHwDuration","wf_NegHwDuration","wf_Onset","wf_End","wf_Crossing","wf_Pk10","wf_Pk90","wf_Pk50","wf_PkTrRatio","wf_DepolarizationSlope","wf_RepolarizationSlope","wf_RecoverySlope","wf_EndSlopeTau","Cluster_x","Cluster_y","SmallCluster","SmallClusterName","RespPk","RespGo","RespGr","RespMF","RespMLI","ClusterACG","Cluster","ClusterNo","NewCluster"
"18-08-30_YC002_probe1","18-08-30_YC002",41,1.6,30.72,0,2.441,0.561,3,0.15,7.237,0.708,0.666,0.583,0.803,0.524,2.041,0.049,0.697,0.10155182,0.321370909,0.41041976,0.487088613,0.12668376,1.33,0.856788998,0.37,0.009413921,0.007047988,0.025641377,0.012668376,0.114015381,0.063341878,0.127,-1.383729642,1.752708572,-0.209293046,0.156142922,3,NA,2,"Complex Spike",0,0,0,0,0,2,"CS",2,1
"18-08-30_YC002_probe1","18-08-30_YC002",51,2.13,24.43,0,3.206,0.419,2,0.116,7.22,0.698,0.649,0.583,0.79,0.515,2.485,0.047,0.765,0.15,0.071124548,0.126164743,0.214317763,0.33025402,0.3,0.13,0.47,0.00405565,0.14706868,-0.003971118,0.033025402,0.297228616,0.165127009,0.33,-5.616417008,1.712755483,-0.041369505,0.315243466,3,NA,2,"Complex Spike",0,0,0,0,0,2,"CS",2,1
"18-08-30_YC002_probe1","18-08-30_YC002",59,2,28.65,0,3.033,0.446,1,0.124,7.223,0.716,0.679,0.592,0.812,0.533,2.434,0.049,0.783,0.343905726,0.641963185,0.482144425,0.559007188,0.18953799,1.36,0.872105918,0.54,-0.061383717,0.069118425,0.001964821,0.018953799,0.170584188,0.094768994,0.19,-1.264222087,1.595262746,-0.189149431,0.339459697,3,NA,2,"Complex Spike",0,0,0,0,0,2,"CS",2,1
"18-08-30_YC002_probe1","18-08-30_YC002",60,1.63,30.31,0,3.622,0.552,3,0.126,7.233,0.754,0.697,0.603,0.889,0.597,2.483,0.061,0.668,0.742172826,0.783165539,0.36444692,0.441355272,0.31716374,1.36,0.577791487,0.53,-0.18906854,0.016218103,0.089258542,0.031716374,0.285447362,0.158581868,0.317,-0.984674209,1.990300754,-0.609189906,0.205800387,3,NA,2,"Complex Spike",0,0,0,0,0,2,"CS",2,1
"18-08-31_YC003_probe1","18-08-31_YC003",122,1.46,22.25,0,2.595,0.583,2,0.125,7.183,0.787,0.752,0.657,0.925,0.647,2.441,0.064,0.791,0.129130747,0.272619193,0.370286674,0.441072673,0.1415747,0.8,0.354098395,0.4,0.000800318,0.003028974,-0.011441051,0.01415747,0.127417226,0.070787348,0.142,-0.92944527,1.972430032,-0.417088591,1.45095892,3,NA,2,"Complex Spike",0,0,0,0,0,2,"CS",2,1
"18-08-31_YC003_probe1","18-08-31_YC003",124,1.77,30.29,0,3.126,0.504,1,0.1,7.286,0.786,0.741,0.641,0.922,0.64,2.834,0.063,0.751,0.23670218,0.300279915,0.564346177,0.653027405,0.3239079,1.04,0.454195003,0.47,-0.010796332,0.037445012,-0.00911669,0.032390791,0.291517121,0.161953956,0.324,-3.263706351,1.366120456,-0.6298715,0.222828684,3,NA,2,"Complex Spike",0,0,0,0,0,2,"CS",2,1
"18-08-31_YC003_probe1","18-08-31_YC003",127,1.7,42.91,0,3.171,0.489,2,0.094,7.2,0.819,0.794,0.684,0.972,0.687,2.957,0.069,0.813,0.238583431,0.307100329,0.437883493,0.555610692,0.310939,0.94,0.562557249,0.46,-0.01615494,0.09472248,-0.015943434,0.031093901,0.279845113,0.155469507,0.311,-2.294722374,1.59558041,-0.394108766,0.302490801,3,NA,2,"Complex Spike",0,0,0,0,0,2,"CS",2,1
"18-08-31_YC003_probe1","18-08-31_YC003",133,1.44,37.55,0,2.412,0.636,2,0.132,7.291,0.771,0.728,0.594,0.899,0.618,2.325,0.06,0.574,0.263748815,0.414869731,0.285884043,0.39572748,0.7764343,0.87,0.479452611,0.47,-0.009747095,-0.004272708,0.013964236,0.07764343,0.698790872,0.388217151,0.776,-1.610401982,2.483113134,-2.190215804,0.15657683,3,NA,2,"Complex Spike",0,0,0,0,0,2,"CS",2,1
"18-08-31_YC003_probe1","18-08-31_YC003",134,1.65,44.26,0,2.751,0.54,4,0.119,7.304,0.757,0.708,0.61,0.881,0.6,2.483,0.058,0.708,0.18207693,0.248875786,0.345966675,0.440414039,0.40356055,0.74,0.342324904,0.37,-0.019602893,-0.008101433,-0.01678503,0.040356055,0.363204494,0.201780275,0.404,-4.724553724,2.206164872,-0.997285156,0.174261587,3,NA,2,"Complex Spike",0,0,0,0,0,2,"CS",2,1
"18-08-31_YC003_probe1","18-08-31_YC003",135,1.84,40.1,0,3.073,0.479,2,0.105,7.269,0.746,0.691,0.617,0.868,0.594,2.658,0.058,0.711,0.181560011,0.23899087,0.347922405,0.440768221,0.32238692,0.74,0.400635878,0.47,-0.037879493,0.023534901,0.005895429,0.032238692,0.290148228,0.16119346,0.322,-2.844090907,2.078496404,-0.620649058,0.25748731,3,NA,2,"Complex Spike",0,0,0,0,0,2,"CS",2,1
